algorithm	0	1	2	3	4	5	minimum_rank_avg	min_node_zscore	avg_recon_dist	seed	noise	sample_size	num_genes	data_file
pca	1.508	1.08	1.245	1.04	1.01	1.0	1.075	-2.1651584546186857	4.546043988751917	498990	0.0	1000	1000	data/simulation/sim_data_samplesize_1000_noise_0_genes_1000.tsv
ica	1.3840000000000001	1.86	2.295	1.5466666666666666	1.19	1.04	1.5863333333333336	-1.670640705111084	4.546055726072859	498990	0.0	1000	1000	data/simulation/sim_data_samplesize_1000_noise_0_genes_1000.tsv
nmf	1.008	1.4680000000000002	1.4	1.5733333333333333	1.5	1.42	1.4722666666666666	-0.9162628960358262	4.5463747842306	498990	0.0	1000	1000	data/simulation/sim_data_samplesize_1000_noise_0_genes_1000.tsv
tybalt	3.284	1.088	1.7	1.7666666666666666	1.47	1.86	1.5769333333333333	-1.3927061157350795	4.5605433704877125	209490	0.0	1000	1000	data/simulation/sim_data_samplesize_1000_noise_0_genes_1000.tsv
adage	2.576	1.0	1.075	2.5866666666666664	1.19	1.12	1.3943333333333334	0.8335452793081021	4.692263343733207	209490	0.0	1000	1000	data/simulation/sim_data_samplesize_1000_noise_0_genes_1000.tsv
pca	1.548	1.06	1.2	1.0466666666666666	1.03	1.0	1.0673333333333337	-2.181349972837305	4.546046974259573	209490	0.0	1000	1000	data/simulation/sim_data_samplesize_1000_noise_0_genes_1000.tsv
ica	1.7719999999999998	2.056	2.235	1.6266666666666667	1.78	1.0	1.7395333333333334	1.346236474662574	4.546055726072859	209490	0.0	1000	1000	data/simulation/sim_data_samplesize_1000_noise_0_genes_1000.tsv
nmf	1.008	1.4680000000000002	1.4	1.5733333333333333	1.5	1.42	1.4722666666666666	-0.9168785272397276	4.54637497004136	209490	0.0	1000	1000	data/simulation/sim_data_samplesize_1000_noise_0_genes_1000.tsv
tybalt	3.292	1.3840000000000001	1.295	1.0	1.38	1.4	1.2917999999999998	2.18650207722392	4.554424800279397	902462	0.0	1000	1000	data/simulation/sim_data_samplesize_1000_noise_0_genes_1000.tsv
adage	2.556	1.052	1.02	2.473333333333333	1.09	1.02	1.3310666666666666	-0.033704590900836925	4.8896808665321565	902462	0.0	1000	1000	data/simulation/sim_data_samplesize_1000_noise_0_genes_1000.tsv
pca	1.496	1.068	1.205	1.0533333333333332	1.02	1.0	1.0692666666666668	-2.179567215660081	4.546043899041052	902462	0.0	1000	1000	data/simulation/sim_data_samplesize_1000_noise_0_genes_1000.tsv
ica	1.44	2.044	2.15	1.5133333333333334	1.28	1.08	1.6134666666666668	-1.7070045647018162	4.5460557260728525	902462	0.0	1000	1000	data/simulation/sim_data_samplesize_1000_noise_0_genes_1000.tsv
nmf	1.008	1.4680000000000002	1.395	1.5733333333333333	1.5	1.42	1.4712666666666667	-0.923310369839704	4.546375739726119	902462	0.0	1000	1000	data/simulation/sim_data_samplesize_1000_noise_0_genes_1000.tsv
tybalt	3.3760000000000003	1.0	1.335	1.26	1.29	1.72	1.321	-1.1159619940883223	4.555033739001342	719622	0.0	1000	1000	data/simulation/sim_data_samplesize_1000_noise_0_genes_1000.tsv
adage	2.552	2.14	1.33	2.4266666666666667	1.04	1.48	1.6833333333333331	1.1046252816145967	4.971917870864712	719622	0.0	1000	1000	data/simulation/sim_data_samplesize_1000_noise_0_genes_1000.tsv
pca	1.432	1.068	1.205	1.04	1.04	1.0	1.0706	-2.1370361842825774	4.546055062100524	719622	0.0	1000	1000	data/simulation/sim_data_samplesize_1000_noise_0_genes_1000.tsv
ica	1.58	2.136	2.245	1.606666666666667	1.64	1.0	1.7255333333333334	-1.2836888308888437	4.546055726072846	719622	0.0	1000	1000	data/simulation/sim_data_samplesize_1000_noise_0_genes_1000.tsv
nmf	1.008	1.4680000000000002	1.4	1.5733333333333333	1.5	1.42	1.4722666666666666	-0.9171348533594016	4.546375073354586	719622	0.0	1000	1000	data/simulation/sim_data_samplesize_1000_noise_0_genes_1000.tsv
tybalt	3.3	1.232	1.08	1.1	1.04	1.04	1.0984	2.100980019904355	4.55734347373982	550505	0.0	1000	1000	data/simulation/sim_data_samplesize_1000_noise_0_genes_1000.tsv
adage	2.924	1.952	1.1	2.813333333333333	1.26	1.18	1.6610666666666667	-0.1332968362705515	4.840391025696898	550505	0.0	1000	1000	data/simulation/sim_data_samplesize_1000_noise_0_genes_1000.tsv
pca	1.476	1.072	1.2	1.04	1.04	1.0	1.0704	-2.0924303708066305	4.546064679137229	550505	0.0	1000	1000	data/simulation/sim_data_samplesize_1000_noise_0_genes_1000.tsv
ica	1.444	1.94	2.555	1.6266666666666667	1.26	1.08	1.6923333333333332	-1.4740758677982706	4.546055726072856	550505	0.0	1000	1000	data/simulation/sim_data_samplesize_1000_noise_0_genes_1000.tsv
nmf	1.008	1.4680000000000002	1.4	1.5733333333333333	1.5	1.42	1.4722666666666666	-0.9166014709044584	4.546374819752629	550505	0.0	1000	1000	data/simulation/sim_data_samplesize_1000_noise_0_genes_1000.tsv
tybalt	3.388	1.472	1.09	1.5	1.73	1.24	1.4064	-0.4284430416690957	4.394005537523608	770042	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
adage	3.3160000000000003	3.16	3.225	3.333333333333333	3.22	3.1	3.207666666666667	-0.4963025977979578	4.998316511457082	770042	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
pca	1.396	1.084	1.21	1.0466666666666666	1.02	1.0	1.0721333333333334	2.0001003004504514	4.383373910011748	770042	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
ica	1.48	1.996	1.85	1.5666666666666669	1.19	1.46	1.6125333333333332	1.982111865756076	4.383361808736027	770042	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
nmf	1.0	1.3719999999999999	1.475	1.5666666666666669	1.48	1.46	1.4707333333333332	-0.7483349821726293	4.383674550297352	770042	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
tybalt	3.3560000000000003	1.288	1.105	1.04	1.0	1.14	1.1145999999999998	2.1485016421712344	4.391554152729668	619519	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
adage	2.5	1.0	1.015	2.66	1.1	1.04	1.3630000000000002	0.6424394785571292	4.563549210464271	619519	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
pca	1.4680000000000002	1.06	1.185	1.04	1.01	1.0	1.0590000000000002	1.8652478663345111	4.383412626030207	619519	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
ica	1.444	1.972	1.75	1.5666666666666669	1.19	1.42	1.5797333333333334	-2.006974516167824	4.383361808736032	619519	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
nmf	1.0	1.3719999999999999	1.475	1.5666666666666669	1.48	1.46	1.4707333333333332	-0.7482655130160021	4.383674641217263	619519	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
tybalt	3.3480000000000003	1.472	1.525	2.026666666666667	1.54	1.9	1.6927333333333334	0.10262086527881904	4.3852204263348105	688440	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
adage	2.468	1.068	1.71	2.6066666666666665	1.94	2.56	1.9769333333333328	0.07143068925686387	4.546381503606503	688440	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
pca	1.328	1.068	1.155	1.0333333333333334	1.02	1.0	1.0552666666666668	1.9560073595144016	4.383390589646616	688440	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
ica	1.3719999999999999	1.964	1.61	1.52	1.18	1.24	1.5028	1.9805581838645936	4.383361808736025	688440	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
nmf	1.0	1.3719999999999999	1.475	1.5666666666666669	1.48	1.46	1.4707333333333332	-0.7471588647910308	4.383674492319779	688440	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
tybalt	3.332	1.252	1.245	1.06	1.26	1.38	1.2394	0.5447844590182992	4.389264271603166	600524	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
adage	3.008	1.476	1.02	2.9466666666666668	1.07	1.0	1.5025333333333335	0.4760610661630412	4.647040255553971	600524	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
pca	1.4240000000000002	1.068	1.195	1.0533333333333332	1.02	1.0	1.0672666666666666	2.056915000281879	4.383365617446588	600524	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
ica	1.508	1.9880000000000002	1.875	1.5466666666666666	1.19	1.5	1.6199333333333332	-1.9960983254760447	4.383361808736026	600524	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
nmf	1.0	1.3719999999999999	1.475	1.5666666666666669	1.48	1.46	1.4707333333333332	-0.7489765284832175	4.383674712689594	600524	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
tybalt	3.3360000000000003	1.04	1.405	1.2066666666666668	1.0	1.2	1.1703333333333334	1.6848792117087503	4.389890684298091	824321	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
adage	2.924	1.6119999999999999	1.09	2.953333333333333	1.14	1.16	1.5910666666666666	1.6035823608781146	4.622232198056351	824321	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
pca	1.264	1.044	1.185	1.0466666666666666	1.02	1.0	1.0591333333333337	1.9599787135168143	4.383387380996739	824321	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
ica	1.4240000000000002	1.9480000000000002	1.7	1.54	1.17	1.32	1.5356	1.989031093200971	4.383361808736029	824321	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
nmf	1.0	1.3719999999999999	1.475	1.5666666666666669	1.48	1.46	1.4707333333333332	-0.7475122857734267	4.383674460558641	824321	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
tybalt	3.1919999999999997	1.044	1.265	1.4333333333333331	1.39	1.32	1.2904666666666669	1.151044914058811	4.386369759120877	206725	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
adage	2.9560000000000004	1.6159999999999999	1.075	2.88	1.23	1.18	1.5962	-0.5488128211348471	4.560817270913322	206725	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
pca	1.432	1.068	1.21	1.0266666666666666	1.03	1.0	1.0669333333333335	2.0003250396817944	4.383375460327773	206725	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
ica	1.344	1.944	1.67	1.5133333333333334	1.17	1.24	1.5074666666666667	-1.942658279390632	4.383361808736026	206725	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
nmf	1.0	1.3719999999999999	1.475	1.5666666666666669	1.48	1.46	1.4707333333333332	-0.7478917426024599	4.383674805327583	206725	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
tybalt	3.284	1.3	1.84	1.04	1.45	1.5	1.426	0.9427210713296952	4.385924744909402	387582	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
adage	2.804	1.364	1.04	2.833333333333333	1.11	1.02	1.473466666666667	-0.2680323185937796	4.623571378727174	387582	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
pca	1.46	1.08	1.165	1.06	1.0	1.0	1.061	2.0684324788123964	4.3833607038889255	387582	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
ica	1.3519999999999999	1.94	1.53	1.54	1.17	1.12	1.46	-2.075150445573158	4.3833618087360255	387582	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
nmf	1.0	1.3719999999999999	1.475	1.5666666666666669	1.48	1.46	1.4707333333333332	-0.7494074772654936	4.383674798638204	387582	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
tybalt	3.24	1.3519999999999999	1.46	1.0466666666666666	1.13	1.48	1.2937333333333334	-0.00596342836273561	4.389397261984303	732580	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
adage	2.968	1.604	1.115	2.833333333333333	1.22	1.12	1.578466666666667	-0.9662204703004876	4.629040799237481	732580	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
pca	1.4280000000000002	1.092	1.185	1.04	1.02	1.0	1.0674	2.0593694345751024	4.383364071742268	732580	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
ica	1.324	1.9680000000000002	1.535	1.5133333333333334	1.17	1.1	1.4572666666666667	1.9453236139274763	4.383361808736025	732580	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
nmf	1.0	1.3719999999999999	1.475	1.5666666666666669	1.48	1.46	1.4707333333333332	-0.7469450659012321	4.383674554008687	732580	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
tybalt	3.28	1.368	1.54	1.6666666666666667	1.61	1.68	1.5729333333333335	1.9381003130491417	4.385738504288884	892126	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
adage	2.952	1.672	1.145	2.9	1.22	1.14	1.6154	-1.0378572162244055	4.92065738294278	892126	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
pca	1.324	1.068	1.19	1.0266666666666666	1.02	1.0	1.0609333333333333	1.5455519581347472	4.383495924911598	892126	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
ica	1.324	2.02	1.8	1.5733333333333333	1.17	1.46	1.604666666666667	1.9451873379553681	4.383361808736023	892126	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
nmf	1.0	1.3719999999999999	1.475	1.5666666666666669	1.48	1.46	1.4707333333333332	-0.7487175662659853	4.383674725552057	892126	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
tybalt	3.3	1.064	1.045	1.0266666666666666	1.41	1.08	1.125133333333333	1.3043729605122831	4.386012218198934	987796	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
adage	3.412	3.32	3.35	3.32	3.08	3.18	3.25	0.9928550317627725	4.971381669890089	987796	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
pca	1.36	1.084	1.185	1.0266666666666666	1.01	1.0	1.0611333333333333	2.0454075690223466	4.38336560026514	987796	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
ica	1.3359999999999999	1.96	1.58	1.5066666666666666	1.17	1.22	1.4873333333333334	1.943772776331269	4.383361808736025	987796	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
nmf	1.0	1.3719999999999999	1.475	1.5666666666666669	1.48	1.46	1.4707333333333332	-0.7453914864129852	4.383674163230961	987796	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
tybalt	3.32	1.2	1.155	1.086666666666667	1.03	1.14	1.1223333333333332	0.06444868822275754	4.390176430287141	184608	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
adage	2.96	1.66	1.11	2.9266666666666667	1.27	1.14	1.6213333333333335	-0.2199728767873507	4.644018011963959	184608	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
pca	1.3719999999999999	1.08	1.185	1.0466666666666666	1.0	1.0	1.0623333333333334	2.063685062802268	4.383362545870225	184608	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
ica	1.432	2.02	1.78	1.5533333333333332	1.2	1.44	1.598666666666667	-1.9567385680353264	4.383361808736029	184608	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
nmf	1.0	1.3719999999999999	1.475	1.5666666666666669	1.48	1.46	1.4707333333333332	-0.747143242156139	4.383674469206737	184608	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
tybalt	3.2119999999999997	1.2919999999999998	1.23	1.3133333333333332	1.46	1.28	1.3150666666666668	0.11009219962903713	4.388324109156082	928613	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
adage	3.424	3.36	3.385	3.26	3.16	3.16	3.265	0.6263120965281548	4.9415230117377344	928613	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
pca	1.364	1.056	1.21	1.0266666666666666	1.0	1.0	1.058533333333333	2.0281613622573635	4.383368628530495	928613	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
ica	1.588	2.12	2.19	1.5733333333333333	1.18	1.84	1.7806666666666668	-2.1015036957804285	4.383361808736026	928613	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
nmf	1.0	1.3719999999999999	1.475	1.5666666666666669	1.48	1.46	1.4707333333333332	-0.7475812749976414	4.383674568497521	928613	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
tybalt	3.22	1.036	1.295	1.0066666666666666	1.18	1.3	1.163533333333333	1.7758982349996455	4.389108811923733	287214	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
adage	3.272	3.344	3.425	3.313333333333333	3.23	3.1	3.2824666666666666	-0.9320974662395364	5.4047462192597875	287214	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
pca	1.4080000000000001	1.084	1.165	1.0333333333333334	1.01	1.0	1.0584666666666669	1.9879984347641408	4.3833803377185205	287214	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
ica	1.42	1.952	1.69	1.54	1.2	1.28	1.5324000000000002	1.944049102117551	4.383361808736031	287214	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
nmf	1.0	1.3719999999999999	1.475	1.5666666666666669	1.48	1.46	1.4707333333333332	-0.7477801750324733	4.38367446163568	287214	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
tybalt	3.3080000000000003	1.26	1.195	1.02	1.02	1.18	1.135	-0.13579032294254587	4.385332767332416	877913	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
adage	2.84	1.808	1.15	2.7666666666666666	1.31	1.36	1.6789333333333332	-0.973034949950592	4.611047031995661	877913	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
pca	1.284	1.06	1.15	1.0266666666666666	1.03	1.0	1.0533333333333332	2.0053656158874587	4.383374806168502	877913	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
ica	1.548	1.9880000000000002	1.885	1.56	1.19	1.56	1.6366	-1.964642127522386	4.383361808736023	877913	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
nmf	1.0	1.3719999999999999	1.475	1.5666666666666669	1.48	1.46	1.4707333333333332	-0.7487064071044661	4.3836746971732445	877913	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
tybalt	3.2319999999999998	1.236	1.165	1.0266666666666666	1.18	1.48	1.2175333333333331	2.0135628970404342	4.3849941961654135	654637	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
adage	2.9560000000000004	1.5919999999999999	1.09	2.78	1.2	1.2	1.5724	1.0733164718934791	4.878287174042077	654637	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
pca	1.508	1.06	1.19	1.0666666666666669	1.01	1.0	1.0653333333333332	2.0627675440428668	4.383362777921346	654637	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
ica	1.5519999999999998	2.072	2.15	1.5533333333333332	1.19	1.9	1.7730666666666663	1.9600449919820235	4.383361808736026	654637	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
nmf	1.0	1.3719999999999999	1.475	1.5666666666666669	1.48	1.46	1.4707333333333332	-0.7483462847279363	4.383674545207066	654637	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
tybalt	3.352	1.3559999999999999	1.455	1.18	1.04	1.3	1.2662	1.987735088884225	4.3949661344509545	67251	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
adage	3.352	3.32	3.36	3.24	3.24	3.12	3.256	-1.0845381797247755	4.962190040328409	67251	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
pca	1.24	1.056	1.205	1.04	1.02	1.0	1.0642	2.067997542431361	4.383360928483357	67251	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
ica	1.524	2.088	2.1	1.54	1.18	1.9	1.7616	2.1156353474495706	4.383361808736032	67251	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
nmf	1.0	1.3719999999999999	1.475	1.5666666666666669	1.48	1.46	1.4707333333333332	-0.7474489268681397	4.383674589208692	67251	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
tybalt	3.312	1.3880000000000001	1.05	1.0	1.11	1.06	1.1216000000000002	2.1125406687194084	4.38791940038347	916467	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
adage	3.3280000000000003	3.3480000000000003	3.37	3.3	3.33	3.1	3.2896	-1.1782680559804228	5.370906403563801	916467	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
pca	1.44	1.052	1.175	1.02	1.03	1.0	1.0554	1.9113937835589212	4.383407844623099	916467	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
ica	1.376	1.94	1.625	1.5466666666666666	1.16	1.24	1.5023333333333333	1.9689497850941808	4.383361808736026	916467	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
nmf	1.0	1.3719999999999999	1.475	1.5666666666666669	1.48	1.46	1.4707333333333332	-0.7464476345972977	4.383674326324724	916467	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
tybalt	3.24	1.22	1.2	1.06	1.47	1.26	1.242	0.5403856936811445	4.386156659903992	845499	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
adage	2.92	1.672	1.14	2.966666666666667	1.21	1.12	1.6217333333333332	0.08641843463560192	4.668426655882391	845499	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
pca	1.364	1.072	1.18	1.04	1.02	1.0	1.0623999999999998	2.0485177375680936	4.383366769870947	845499	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
ica	1.568	2.076	2.175	1.56	1.19	1.9	1.7802	-1.9716618895577789	4.383361808736025	845499	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
nmf	1.0	1.3719999999999999	1.475	1.5666666666666669	1.48	1.46	1.4707333333333332	-0.7485783261768374	4.383674771699332	845499	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
tybalt	3.352	1.368	1.28	1.2133333333333334	1.04	1.7	1.3202666666666667	-0.38169585333755934	4.39373055870306	397125	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
adage	3.3080000000000003	3.352	3.28	3.1066666666666665	3.3	3.14	3.2357333333333336	1.5704985732735397	5.333237498024711	397125	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
pca	1.416	1.088	1.2	1.04	1.01	1.0	1.0676	2.03698707206942	4.3833708314829405	397125	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
ica	1.324	2.032	1.815	1.5733333333333333	1.17	1.48	1.6140666666666668	-1.9882658977468768	4.383361808736028	397125	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
nmf	1.0	1.3719999999999999	1.475	1.5666666666666669	1.48	1.46	1.4707333333333332	-0.7458191672479951	4.383674294117759	397125	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
tybalt	3.236	1.216	1.39	1.22	1.12	1.28	1.2452	1.7493546015249304	4.389124865448546	799884	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
adage	2.54	1.0	1.005	2.54	1.0	1.0	1.3090000000000002	0.1289527986414746	4.567577414269853	799884	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
pca	1.3840000000000001	1.084	1.155	1.0066666666666666	1.03	1.0	1.0551333333333337	2.048700937822078	4.383367710006839	799884	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
ica	1.324	1.964	1.545	1.5266666666666666	1.17	1.12	1.4651333333333334	2.029449049298995	4.383361808736025	799884	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
nmf	1.0	1.3719999999999999	1.475	1.5666666666666669	1.48	1.46	1.4707333333333332	-0.7509003724569436	4.3836749521565865	799884	0.5	2000	1000	data/simulation/sim_data_samplesize_2000_noise_0.5_genes_1000.tsv
tybalt	3.096	2.324	1.97	2.373333333333333	1.87	1.88	2.0834666666666664	-0.12260816483889365	4.598637791493821	155156	3.0	2000	1000	data/simulation/sim_data_samplesize_2000_noise_3_genes_1000.tsv
adage	2.948	1.756	1.47	2.9133333333333336	1.63	1.72	1.8978666666666664	0.9515134547007044	4.811550588043552	155156	3.0	2000	1000	data/simulation/sim_data_samplesize_2000_noise_3_genes_1000.tsv
pca	2.248	1.548	1.74	1.1133333333333333	2.04	1.76	1.6402666666666668	2.006505874654656	4.597190173664059	155156	3.0	2000	1000	data/simulation/sim_data_samplesize_2000_noise_3_genes_1000.tsv
ica	2.38	2.532	2.565	1.2666666666666666	1.83	2.78	2.1947333333333328	1.8828297853300011	4.59711776396407	155156	3.0	2000	1000	data/simulation/sim_data_samplesize_2000_noise_3_genes_1000.tsv
nmf	1.004	1.024	1.025	1.04	1.03	1.02	1.0277999999999998	-0.6047022442337209	4.597196711491132	155156	3.0	2000	1000	data/simulation/sim_data_samplesize_2000_noise_3_genes_1000.tsv
tybalt	3.3480000000000003	1.804	2.115	1.346666666666667	2.22	2.0	1.8971333333333331	2.16394467909897	4.5984808402054504	917617	3.0	2000	1000	data/simulation/sim_data_samplesize_2000_noise_3_genes_1000.tsv
